1668580970808,-0.021070007,0.15137292,0.0011214564
1668580970983,-0.021187292,0.15127799,9.523645E-4
1668580971116,-0.02127048,0.15141822,7.157222E-4
1668580971227,-0.022017965,0.15081327,0.001071598
1668580971315,-0.023723405,0.15018725,0.0013141235
1668580971411,-0.025785252,0.15063149,0.00308405
1668580971490,-0.028861739,0.15194345,0.0058106026
1668580971585,-0.032564227,0.15236516,0.009511737
1668580971685,-0.03584469,0.15197372,0.014964636
1668580971782,-0.03798502,0.15157962,0.020544976
1668580971886,-0.03984098,0.15125646,0.027547665
1668580971994,-0.041454077,0.15139054,0.035086833
1668580972113,-0.042920128,0.15052804,0.04423879
1668580972211,-0.046210572,0.14639561,0.057009254
1668580972300,-0.05357442,0.13988015,0.0736893
1668580972395,-0.06914888,0.13034162,0.09906173
1668580972487,-0.085356206,0.12330257,0.12792532
1668580972584,-0.09851957,0.12161222,0.1559305
1668580972702,-0.11062072,0.12400329,0.19711535
1668580972803,-0.118244894,0.12039271,0.25194478
1668580972908,-0.11895082,0.10660925,0.32021463
1668580973005,-0.1162172,0.09559916,0.39543778
1668580973098,-0.11177339,0.10260889,0.48213363
1668580973195,-0.11005144,0.11668613,0.555216
1668580973298,-0.110473245,0.12768805,0.610728
1668580973374,-0.11184344,0.13327464,0.66856146
1668580973449,-0.114203155,0.12821701,0.7319778
1668580973551,-0.118387826,0.11183875,0.8035594
1668580973648,-0.12529461,0.09254678,0.8868812
1668580973734,-0.13272332,0.08357978,0.9614736
1668580973827,-0.13995919,0.09085451,1.0470583
1668580973926,-0.14600205,0.10910279,1.1269561
1668580974011,-0.15228459,0.12505534,1.2044237
1668580974081,-0.15729022,0.1307116,1.2694192
1668580974182,-0.16169837,0.12005937,1.3444033
1668580974264,-0.16290602,0.101826124,1.4282563
1668580974367,-0.16063643,0.08988832,1.5018885
1668580974472,-0.15307406,0.09268882,1.5887978
1668580974569,-0.1461716,0.10384567,1.6618371
1668580974675,-0.1422264,0.119655564,1.7340517
1668580974770,-0.14234917,0.12765437,1.8092182
1668580974910,-0.14476655,0.122072354,1.8860507
1668580975001,-0.147714,0.10523255,1.9684714
1668580975091,-0.15016961,0.08839438,2.056738
1668580975185,-0.1519542,0.09145143,2.1672885
1668580975282,-0.153383,0.10839079,2.267048
1668580975413,-0.15492767,0.12641662,2.3575897
1668580975573,-0.15560278,0.13272965,2.443685
1668580975667,-0.151596,0.12273276,2.531032
1668580975751,-0.14366877,0.10611412,2.6255984
1668580975843,-0.12611029,0.107388705,2.758191
1668580975913,-0.112252556,0.12540422,2.880797
1668580975989,-0.10355528,0.13614444,2.9685707
1668580976069,-0.098675445,0.13382041,3.0557537
1668580976146,-0.09645068,0.12477335,3.1292229
1668580976237,-0.09677444,0.1136222,3.195939
1668580976338,-0.100327715,0.10541811,3.2626743
1668580976420,-0.10564317,0.109055765,3.3497167
1668580976518,-0.109391324,0.121234134,3.4268816
1668580976603,-0.11275275,0.14181311,3.5134873
1668580976699,-0.114133455,0.15861446,3.601893
1668580976787,-0.11295438,0.1630741,3.695135
1668580976922,-0.11001115,0.15936057,3.775621
1668580977003,-0.103046514,0.1519528,3.869638
1668580977070,-0.09252039,0.15440504,3.9717104
1668580977197,-0.080528185,0.17368323,4.086428
1668580977298,-0.072746485,0.18965027,4.1734853
1668580977412,-0.066878915,0.19901288,4.2633944
1668580977509,-0.062202573,0.1916196,4.356292
1668580977650,-0.060108602,0.17305645,4.4608316
1668580977745,-0.061336383,0.15996927,4.5725775
1668580977859,-0.06339724,0.16312577,4.687435
1668580977941,-0.06405458,0.18053076,4.830206
1668580978011,-0.06308886,0.18807578,4.9518747
1668580978114,-0.06114582,0.17910819,5.0651016
1668580978200,-0.056505036,0.16407178,5.175783
1668580978272,-0.049649123,0.1576204,5.268773
1668580978369,-0.042271756,0.16242461,5.352103
1668580978465,-0.035529267,0.18053086,5.441377
1668580978527,-0.031233782,0.19618979,5.529506
1668580978616,-0.027408985,0.20206253,5.6024036
1668580978718,-0.026562918,0.19491641,5.684949
1668580978810,-0.027048497,0.18389393,5.7586303
1668580978904,-0.032098826,0.17425561,5.8482904
1668580979007,-0.039981127,0.17824157,5.948141
1668580979101,-0.04649589,0.19269215,6.0498347
1668580979158,-0.050393503,0.20641115,6.1327305
1668580979258,-0.052618906,0.21638183,6.2224927
1668580979335,-0.054413665,0.21689689,6.3158684
1668580979404,-0.05472343,0.2117333,6.395066
1668580979458,-0.05302669,0.20439893,6.4866333
1668580979531,-0.05024231,0.20201431,6.568947
1668580979594,-0.046117324,0.20713711,6.6623573
1668580979695,-0.043521643,0.21191674,6.725422
1668580979828,-0.042835593,0.21762021,6.789377
1668580979923,-0.04234932,0.2225502,6.853723
1668580980057,-0.045149665,0.22390804,6.93392
1668580980218,-0.05180415,0.21252973,7.041752
1668580980307,-0.062073298,0.20294385,7.153284
1668580980373,-0.074996434,0.20899807,7.2821236
1668580980473,-0.08512441,0.2259815,7.4349637
1668580980531,-0.09212975,0.23196933,7.5621653
1668580980605,-0.09528979,0.22717763,7.6613483
1668580980685,-0.091621555,0.21225882,7.7628183
1668580980775,-0.08709119,0.20341918,7.831728
1668580980862,-0.07707818,0.20428787,7.9208293
1668580980970,-0.068095215,0.21251164,7.998064
1668580981059,-0.06212078,0.22807989,8.083963
1668580981138,-0.058870777,0.23790175,8.159039
1668580981204,-0.059148356,0.23341352,8.263079
1668580981259,-0.0612873,0.22184019,8.348726
1668580981306,-0.06782562,0.20838286,8.447429
1668580981357,-0.07256827,0.20131002,8.514456
1668580981410,-0.07802746,0.20285696,8.586508
1668580981455,-0.08389352,0.21193044,8.659969
1668580981518,-0.08792157,0.22048257,8.713905
1668580981578,-0.09123956,0.22822861,8.758125
1668580981644,-0.09435155,0.23736493,8.813869
1668580981721,-0.09696005,0.24244064,8.876867
1668580981798,-0.09901152,0.24144362,8.941986
1668580981854,-0.099155694,0.23360272,9.009401
1668580981929,-0.09719592,0.2219353,9.080391
1668580982041,-0.092288196,0.21149631,9.154734
1668580982121,-0.08588139,0.2081877,9.229126
1668580982250,-0.07997349,0.2139174,9.303111
1668580982350,-0.074382305,0.22877522,9.386425
1668580982457,-0.06983734,0.23955572,9.473819
1668580982586,-0.06631831,0.23356837,9.580206
1668580982659,-0.066324785,0.21616937,9.685205
1668580982759,-0.071054265,0.20266926,9.792296
1668580982866,-0.07971755,0.20895523,9.924025
1668580982971,-0.08648798,0.21986583,10.023225
1668580983061,-0.09019199,0.23055527,10.1224575
1668580983166,-0.09197055,0.23221214,10.222206
1668580983262,-0.09125429,0.21564725,10.342527
1668580983368,-0.08778296,0.19993156,10.43901
1668580983451,-0.08052949,0.19255047,10.547554
1668580983562,-0.07146353,0.19947845,10.657133
1668580983651,-0.0657973,0.21359716,10.760834
1668580983742,-0.062088154,0.22423062,10.86244
1668580983835,-0.06146602,0.2226684,10.965809
1668580983926,-0.0627041,0.20926599,11.074041
1668580984004,-0.06515918,0.19714546,11.190412
1668580984102,-0.06679311,0.19476862,11.287197
1668580984196,-0.06893359,0.20709988,11.386311
1668580984291,-0.07062611,0.22168228,11.469448
1668580984362,-0.0713131,0.23300417,11.562456
1668580984486,-0.06986357,0.23087177,11.661854
1668580984580,-0.06333748,0.2179575,11.771244
1668580984694,-0.055305116,0.20776054,11.866642
1668580984827,-0.042159706,0.21699923,11.992027
1668580984941,-0.034297626,0.23411483,12.103531
1668580985060,-0.02902542,0.2445183,12.214125
1668580985186,-0.02717362,0.23553512,12.340153
1668580985309,-0.030596573,0.22094117,12.480354
1668580985420,-0.03688523,0.22101483,12.612097
1668580985512,-0.04689395,0.23830985,12.752249
1668580985589,-0.058038138,0.25020298,12.8955555
1668580985691,-0.06553827,0.24244422,13.023364
1668580985833,-0.06796862,0.22609434,13.123444
1668580985950,-0.067703314,0.21076779,13.237846
1668580986050,-0.06520957,0.21122375,13.353577
1668580986132,-0.06590919,0.22960526,13.483906
1668580986202,-0.07033009,0.24182402,13.621902
1668580986267,-0.07710397,0.23696333,13.745784
1668580986380,-0.083895646,0.22555767,13.846258
1668580986459,-0.09139663,0.21495573,13.936493
1668580986544,-0.09937938,0.21109095,14.021341
1668580986653,-0.10966354,0.22527541,14.138264
1668580986793,-0.117624104,0.24031945,14.230186
1668580986879,-0.1250783,0.250484,14.325993
1668580986991,-0.129926,0.24386519,14.4271145
1668580987114,-0.12961379,0.22080195,14.558376
1668580987231,-0.124033995,0.21210307,14.686035
1668580987321,-0.118705355,0.22254397,14.808683
1668580987424,-0.11897262,0.2425919,14.932903
1668580987502,-0.12001587,0.24794781,15.045456
1668580987599,-0.12432204,0.23690842,15.156677
1668580987704,-0.13240415,0.22079395,15.270059
1668580987823,-0.14047693,0.21309686,15.370449
1668580987917,-0.15039125,0.22047524,15.483595
1668580988027,-0.15960117,0.23609942,15.594166
1668580988137,-0.16815975,0.24774945,15.70307
1668580988240,-0.17516436,0.23984972,15.830217
1668580988318,-0.1773882,0.2224842,15.955226
1668580988414,-0.17563933,0.21275684,16.083363
1668580988515,-0.17162311,0.22303008,16.223595
1668580988585,-0.17004582,0.23427127,16.326511
1668580988660,-0.17022945,0.2398611,16.432072
1668580988753,-0.16989921,0.23157756,16.538368
1668580988853,-0.17028056,0.21708977,16.630415
1668580988939,-0.172339,0.20329465,16.718159
1668580989036,-0.17657502,0.19888462,16.820547
1668580989130,-0.18053567,0.20836578,16.929516
1668580989250,-0.1823929,0.2226476,17.04038
1668580989331,-0.18240611,0.22961497,17.132504
1668580989412,-0.180044,0.22162753,17.236244
1668580989505,-0.17187427,0.20173655,17.370548
1668580989601,-0.16347027,0.19221267,17.47779
1668580989741,-0.15422013,0.20048295,17.596046
1668580989865,-0.14932491,0.21471265,17.692951
1668580989964,-0.14693725,0.22710869,17.80978
1668580990074,-0.14532238,0.22102684,17.923252
1668580990193,-0.14638805,0.20425774,18.063559
1668580990313,-0.14629605,0.20361438,18.197876
1668580990412,-0.14743412,0.2194991,18.323305
1668580990505,-0.14755848,0.23693424,18.458282
1668580990623,-0.14394139,0.22641712,18.59602
