# timestamp, qw, qx, qy, qz, tx, ty, tz
1668497905291,-0.65870094,-0.10841912,-0.73841274,0.09541905,0.44479084,0.26731026,46.7064
1668497905862,-0.6664213,-0.09435278,-0.7335233,0.094465405,-0.104496844,0.26728284,46.63144
1668497906664,-0.64246595,-0.11228204,-0.7494811,0.11361453,-0.8494532,0.26334217,46.60074
1668497907215,-0.65436083,-0.10502815,-0.7432074,0.09178007,-1.2525076,0.29695567,46.52291
1668497908507,-0.6348276,-0.10503301,-0.75612533,0.119315416,-2.3616998,0.30593535,46.378994
1668497908963,-0.600821,-0.121170074,-0.779194,0.13110544,-2.8290472,0.29891607,46.334866
1668497912965,-0.057618774,-0.009692103,0.9878075,-0.1442998,-3.6473804,0.31546947,43.504463
1668497914044,-0.055120066,-0.0051975846,0.99010855,-0.12891693,-3.6098838,0.32794887,42.632935
1668497914676,-0.05978097,-0.011099219,0.98877406,-0.1364875,-3.571201,0.32513395,42.064365
1668497915278,-0.08311253,-0.007833868,0.98705673,-0.1369296,-3.5287297,0.33157092,41.350815
1668497916005,-0.06738153,-0.00777781,0.9880729,-0.13824244,-3.4130325,0.33655345,40.725113
1668497916569,-0.06374018,-0.00839138,0.98970467,-0.12787229,-3.3448327,0.34732258,40.180267
1668497917158,-0.07899159,0.007400304,0.98924303,-0.12289728,-3.2142622,0.34214658,39.66975
1668497917826,-0.0625706,-0.005231142,0.99195087,-0.10995878,-3.1657321,0.34242368,38.92318
1668497918307,-0.04428172,-0.005622804,0.994935,-0.090064585,-3.094723,0.3639279,38.490192
1668497918985,-0.05342683,0.004422188,0.9936737,-0.09868413,-3.1085012,0.36555293,37.99162
1668497919692,-0.05760245,0.004597962,0.9931422,-0.10163207,-3.0154119,0.35600036,37.17608
1668497920132,-0.075248696,-0.013989419,0.9916209,-0.10406599,-3.0175748,0.3693664,36.71776
1668497920787,-0.07128531,-0.009984821,0.9931483,-0.09205946,-2.923698,0.3728263,36.19556
1668497921367,-0.0740777,0.0014784634,0.9939202,-0.081442244,-2.8976574,0.38828778,35.69725
1668497922000,-0.04571718,-0.0075652897,0.9938921,-0.10015519,-2.778488,0.38422552,35.02736
1668497922554,-0.08011197,0.004182875,0.9906053,-0.110750176,-2.758082,0.37630126,34.536324
1668497923262,-0.07412658,-0.0054620206,0.9918176,-0.103794776,-2.6534772,0.38146242,33.87382
1668497923919,-0.09765559,-0.00279665,0.9898964,-0.102763884,-2.6148407,0.3726592,33.260376
